event_id,session_id,student_id,domain,event_type,question_id,value,timestamp
evt-00008819,sess-00243,S-006,pandas_core,option_select,pd-a-groupby-d2-01,C,2026-01-28 08:46:18
evt-00044650,sess-01193,S-680,data_viz,answer_submit,dv-k-sns-d2-01,C,2026-03-05 14:24:12
evt-00006260,sess-00174,S-230,data_viz,question_view,dv-sr-confidence-design,,2026-02-16 10:07:20
evt-00066067,sess-01772,S-451,python_fundamentals,option_select,py-a-ds-d2-01,A,2026-01-14 16:15:47
evt-00008470,sess-00235,S-146,python_fundamentals,option_select,py-sr-experience-basics,D,2026-01-13 11:01:46
evt-00046929,sess-01254,S-809,sql_duckdb,answer_submit,sq-k-joins-d2-01,D,2026-03-15 15:28:07
evt-00010866,sess-00298,S-408,python_fundamentals,session_end,,,2026-01-12 12:07:48
evt-00064571,sess-01733,S-801,python_fundamentals,answer_submit,py-k-basics-d1-03,D,2026-01-14 20:45:31
evt-00052580,sess-01408,S-021,sql_duckdb,question_view,sq-sr-confidence-joins,,2026-03-17 22:41:16
evt-00029025,sess-00783,S-189,pandas_core,question_view,pd-sr-confidence-series,,2026-01-25 15:51:17
evt-00022708,sess-00615,S-782,python_fundamentals,option_select,py-k-oop-d2-01,C,2026-01-22 21:46:49
evt-00026415,sess-00715,S-323,pandas_core,option_select,pd-k-cleaning-d2-01,B,2026-02-07 16:50:53
evt-00063697,sess-01710,S-478,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-28 21:15:05
evt-00053015,sess-01419,S-643,pandas_core,answer_submit,pd-k-merge-d2-01,C,2026-02-06 17:48:08
evt-00048486,sess-01295,S-652,python_fundamentals,question_view,py-sr-confidence-patterns,,2026-01-13 16:16:23
evt-00061877,sess-01662,S-582,sql_duckdb,question_view,sq-a-window-d3-01,,2026-03-31 14:48:27
evt-00031561,sess-00848,S-090,sql_duckdb,question_view,sq-k-agg-d2-01,,2026-03-24 15:42:00
evt-00024544,sess-00662,S-224,pandas_core,question_view,pd-k-groupby-d2-01,,2026-02-05 07:55:16
evt-00051305,sess-01371,S-216,sql_duckdb,answer_submit,sq-k-select-d1-01,A,2026-04-01 18:36:30
evt-00037668,sess-01007,S-349,python_fundamentals,answer_submit,py-a-patterns-d3-01,C,2026-01-13 11:22:21
evt-00022857,sess-00618,S-214,data_viz,answer_submit,dv-k-design-d2-01,B,2026-02-25 09:06:50
evt-00001552,sess-00041,S-256,python_fundamentals,option_select,py-k-basics-d1-03,D,2026-01-28 15:44:53
evt-00014823,sess-00402,S-641,python_fundamentals,answer_submit,py-k-oop-d2-01,C,2026-01-19 12:12:22
evt-00054149,sess-01451,S-194,pandas_core,option_select,pd-k-merge-d2-01,D,2026-02-05 22:15:28
evt-00024968,sess-00675,S-432,sql_duckdb,option_select,sq-k-select-d1-01,A,2026-03-14 19:35:05
evt-00039033,sess-01044,S-050,python_fundamentals,question_view,py-sr-experience-ds,,2026-01-29 08:20:21
evt-00030002,sess-00809,S-554,data_viz,option_select,dv-sr-confidence-sns,A,2026-02-27 19:22:48
evt-00043637,sess-01166,S-661,python_fundamentals,session_end,,,2026-01-25 09:18:34
evt-00065346,sess-01753,S-684,data_viz,question_view,dv-k-mpl-d1-01,,2026-02-23 10:08:38
evt-00049615,sess-01326,S-024,python_fundamentals,question_view,py-k-basics-d1-01,,2026-01-27 21:55:37
evt-00052112,sess-01398,S-329,pandas_core,option_select,pd-k-groupby-d2-01,C,2026-02-03 20:43:05
evt-00042613,sess-01141,S-659,python_fundamentals,answer_submit,py-k-ds-d2-02,C,2026-01-21 16:34:58
evt-00035900,sess-00964,S-625,pandas_core,answer_submit,pd-k-groupby-d2-01,C,2026-01-26 22:50:38
evt-00061075,sess-01641,S-188,sql_duckdb,answer_submit,sq-k-window-d3-01,D,2026-03-18 11:28:26
evt-00016703,sess-00453,S-431,python_fundamentals,option_select,py-k-oop-d2-01,D,2026-01-27 12:00:33
evt-00003225,sess-00088,S-132,python_fundamentals,option_select,py-sr-experience-ds,C,2026-01-14 17:14:51
evt-00042344,sess-01135,S-590,pandas_core,answer_submit,pd-sr-confidence-series,D,2026-01-28 14:56:29
evt-00044717,sess-01195,S-680,pandas_core,question_view,pd-a-groupby-d2-01,,2026-02-02 17:11:12
evt-00018201,sess-00491,S-454,sql_duckdb,option_select,sq-sr-confidence-window,A,2026-03-22 19:42:42
evt-00030919,sess-00833,S-087,python_fundamentals,question_view,py-sr-experience-ds,,2026-01-27 22:34:23
evt-00040921,sess-01096,S-583,data_viz,option_select,dv-k-mpl-d1-01,B,2026-02-16 03:01:51
evt-00052695,sess-01411,S-695,pandas_core,session_end,,,2026-02-10 16:47:28
evt-00061863,sess-01662,S-582,sql_duckdb,option_select,sq-sr-confidence-window,B,2026-03-31 14:46:46
evt-00023675,sess-00639,S-123,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-28 22:26:20
evt-00050948,sess-01363,S-051,python_fundamentals,question_view,py-k-ds-d2-02,,2026-01-25 12:44:24
evt-00028888,sess-00779,S-102,pandas_core,answer_submit,pd-k-groupby-d2-01,C,2026-01-26 21:11:47
evt-00057264,sess-01532,S-808,pandas_core,option_select,pd-k-cleaning-d2-01,B,2026-01-24 11:31:09
evt-00035168,sess-00942,S-111,sql_duckdb,option_select,sq-sr-confidence-joins,D,2026-03-17 15:47:36
evt-00026947,sess-00727,S-735,data_viz,option_select,dv-k-design-d2-01,B,2026-02-17 10:49:37
evt-00061483,sess-01652,S-757,python_fundamentals,option_select,py-k-oop-d2-02,C,2026-01-28 22:38:52
evt-00006471,sess-00182,S-525,data_viz,question_view,dv-sr-confidence-mpl,,2026-02-20 19:47:11
evt-00048017,sess-01282,S-532,pandas_core,question_view,pd-k-series-d1-01,,2026-02-12 17:28:59
evt-00057644,sess-01543,S-295,python_fundamentals,question_view,py-sr-experience-ds,,2026-01-27 22:18:14
evt-00034284,sess-00919,S-035,data_viz,question_view,dv-sr-confidence-sns,,2026-02-18 19:55:21
evt-00007411,sess-00205,S-606,sql_duckdb,option_select,sq-sr-confidence-joins,C,2026-03-18 18:02:24
evt-00035524,sess-00952,S-084,python_fundamentals,answer_submit,py-a-ds-d2-01,D,2026-01-18 19:00:51
evt-00004373,sess-00121,S-373,python_fundamentals,answer_submit,py-sr-experience-basics,B,2026-01-26 12:45:09
evt-00065281,sess-01752,S-684,python_fundamentals,question_view,py-sr-confidence-patterns,,2026-01-23 17:10:14
evt-00026108,sess-00707,S-424,data_viz,question_view,dv-k-mpl-d1-01,,2026-02-20 11:21:40
evt-00018977,sess-00510,S-150,sql_duckdb,question_view,sq-sr-confidence-window,,2026-03-19 09:44:25
evt-00066732,sess-01793,S-622,pandas_core,option_select,pd-sr-confidence-series,C,2026-02-02 04:46:19
evt-00013989,sess-00382,S-354,sql_duckdb,option_select,sq-sr-confidence-agg,B,2026-03-14 17:57:55
evt-00046295,sess-01238,S-394,python_fundamentals,question_view,py-a-ds-d2-01,,2026-01-14 18:32:36
evt-00045297,sess-01210,S-027,data_viz,answer_submit,dv-a-design-d2-01,D,2026-02-15 12:16:32
evt-00023464,sess-00633,S-122,sql_duckdb,option_select,sq-sr-confidence-joins,A,2026-03-18 15:05:02
evt-00007218,sess-00201,S-474,python_fundamentals,answer_submit,py-sr-confidence-patterns,A,2026-01-17 09:47:58
evt-00048116,sess-01286,S-109,sql_duckdb,answer_submit,sq-k-agg-d2-01,A,2026-03-24 19:25:01
evt-00057093,sess-01527,S-299,python_fundamentals,option_select,py-k-patterns-d2-02,D,2026-01-28 17:33:38
evt-00047715,sess-01275,S-674,sql_duckdb,option_select,sq-sr-confidence-agg,A,2026-03-28 20:23:43
evt-00052704,sess-01412,S-679,python_fundamentals,option_select,py-sr-confidence-ds,C,2026-01-13 14:06:51
evt-00029881,sess-00806,S-285,data_viz,answer_submit,dv-k-design-d2-01,C,2026-03-04 14:09:53
evt-00026938,sess-00727,S-735,data_viz,option_select,dv-sr-confidence-design,D,2026-02-17 10:48:23
evt-00003300,sess-00090,S-367,sql_duckdb,option_select,sq-k-agg-d2-01,A,2026-03-31 15:10:18
evt-00038671,sess-01035,S-389,pandas_core,answer_submit,pd-sr-confidence-series,D,2026-02-07 12:49:28
evt-00060437,sess-01621,S-481,pandas_core,option_select,pd-k-series-d1-02,C,2026-01-24 14:55:21
evt-00066724,sess-01791,S-622,data_viz,answer_submit,dv-k-design-d2-01,C,2026-03-03 07:45:25
evt-00012751,sess-00346,S-176,data_viz,answer_submit,dv-a-design-d2-01,C,2026-02-22 18:23:20
evt-00041140,sess-01101,S-055,python_fundamentals,option_select,py-k-patterns-d3-01,B,2026-01-30 08:34:27
evt-00056747,sess-01519,S-638,sql_duckdb,answer_submit,sq-sr-confidence-select,D,2026-03-29 20:13:54
evt-00051212,sess-01369,S-100,data_viz,option_select,dv-k-design-d2-01,C,2026-03-02 11:38:46
evt-00024859,sess-00673,S-432,python_fundamentals,question_view,py-sr-confidence-ds,,2026-01-17 13:56:34
evt-00027576,sess-00747,S-499,python_fundamentals,answer_submit,py-sr-experience-ds,B,2026-01-24 17:55:54
evt-00041227,sess-01104,S-384,sql_duckdb,answer_submit,sq-sr-confidence-window,A,2026-03-28 14:50:06
evt-00034801,sess-00933,S-360,python_fundamentals,question_view,py-sr-experience-basics,,2026-01-18 15:10:19
evt-00058865,sess-01582,S-170,python_fundamentals,option_select,py-sr-experience-basics,C,2026-01-11 16:47:12
evt-00002331,sess-00063,S-284,python_fundamentals,option_select,py-k-patterns-d2-02,A,2026-01-10 18:30:50
evt-00041317,sess-01106,S-759,sql_duckdb,question_view,sq-sr-confidence-agg,,2026-03-19 17:03:20
evt-00041138,sess-01101,S-055,python_fundamentals,answer_submit,py-k-patterns-d2-02,C,2026-01-30 08:34:19
evt-00017836,sess-00482,S-058,python_fundamentals,answer_submit,py-a-ds-d2-01,A,2026-01-28 22:29:00
evt-00055864,sess-01496,S-259,python_fundamentals,option_select,py-k-ds-d2-03,D,2026-01-14 16:20:38
evt-00061921,sess-01664,S-792,python_fundamentals,answer_submit,py-sr-confidence-basics,A,2026-01-26 22:57:39
evt-00030677,sess-00825,S-526,python_fundamentals,question_view,py-k-basics-d1-03,,2026-01-18 10:10:02
evt-00000383,sess-00011,S-673,pandas_core,answer_submit,pd-k-cleaning-d2-01,D,2026-02-12 10:04:28
evt-00038957,sess-01041,S-715,sql_duckdb,answer_submit,sq-k-joins-d2-01,C,2026-03-22 13:00:53
evt-00000105,sess-00004,S-265,python_fundamentals,option_select,py-sr-experience-ds,C,2026-01-19 07:53:32
evt-00021698,sess-00590,S-438,pandas_core,question_view,pd-k-merge-d2-01,,2026-02-10 11:01:42
evt-00012569,sess-00342,S-601,sql_duckdb,question_view,sq-sr-confidence-window,,2026-03-30 18:12:20
evt-00035209,sess-00943,S-111,data_viz,answer_submit,dv-k-sns-d2-01,D,2026-02-14 17:23:14
evt-00042570,sess-01141,S-659,python_fundamentals,option_select,py-sr-confidence-basics,B,2026-01-21 16:29:25
evt-00060161,sess-01614,S-386,pandas_core,option_select,pd-k-series-d1-02,D,2026-01-30 17:57:38
evt-00037276,sess-00996,S-530,pandas_core,answer_submit,pd-k-merge-d2-01,A,2026-02-11 12:54:07
evt-00004058,sess-00112,S-228,pandas_core,question_view,pd-k-cleaning-d2-01,,2026-01-31 15:27:58
evt-00019633,sess-00525,S-009,python_fundamentals,option_select,py-k-ds-d2-03,A,2026-01-18 08:59:11
evt-00050155,sess-01339,S-339,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-28 21:48:34
evt-00022755,sess-00616,S-214,python_fundamentals,option_select,py-sr-experience-patterns,A,
evt-00025440,sess-00688,S-743,sql_duckdb,option_select,sq-sr-confidence-select,D,2026-03-30 15:24:29
evt-00022130,sess-00602,S-556,pandas_core,answer_submit,pd-sr-confidence-cleaning,B,2026-01-28 17:52:03
evt-00024917,sess-00673,S-432,python_fundamentals,option_select,py-k-patterns-d2-02,A,2026-01-17 14:03:27
evt-00057847,sess-01548,S-490,pandas_core,answer_submit,pd-k-series-d1-01,B,2026-02-06 10:14:08
evt-00029392,sess-00793,S-290,pandas_core,option_select,pd-sr-confidence-groupby,B,2026-02-01 08:28:06
evt-00062109,sess-01668,S-581,python_fundamentals,option_select,py-k-ds-d2-01,C,2026-01-27 12:55:50
evt-00042115,sess-01127,S-453,data_viz,question_view,dv-sr-confidence-sns,,2026-02-14 18:10:39
evt-00008381,sess-00232,S-117,pandas_core,question_view,pd-sr-confidence-groupby,,2026-01-30 15:07:16
evt-00019477,sess-00522,S-630,python_fundamentals,option_select,py-k-basics-d1-01,D,2026-01-28 21:53:28
evt-00041790,sess-01118,S-662,data_viz,option_select,dv-k-mpl-d1-01,A,2026-02-21 15:35:48
evt-00019513,sess-00522,S-630,python_fundamentals,option_select,py-k-patterns-d2-02,B,2026-01-28 21:58:02
evt-00029774,sess-00803,S-476,python_fundamentals,option_select,py-sr-experience-ds,C,2026-01-27 13:32:42
evt-00035738,sess-00961,S-815,data_viz,option_select,dv-sr-confidence-mpl,C,2026-02-14 16:52:48
evt-00026995,sess-00729,S-735,python_fundamentals,answer_submit,py-sr-experience-basics,B,2026-01-11 20:34:26
evt-00040961,sess-01097,S-583,sql_duckdb,question_view,sq-k-window-d3-01,,2026-03-20 20:00:30
evt-00058904,sess-01582,S-170,python_fundamentals,option_select,py-k-ds-d2-01,D,2026-01-11 16:52:09
evt-00057577,sess-01541,S-739,sql_duckdb,answer_submit,sq-sr-confidence-select,B,2026-03-16 10:00:45
evt-00034522,sess-00925,S-091,python_fundamentals,option_select,py-sr-confidence-patterns,D,2026-01-12 20:46:57
evt-00055217,sess-01478,S-133,data_viz,answer_submit,dv-k-design-d2-01,B,2026-02-18 10:08:09
evt-00043413,sess-01161,S-057,python_fundamentals,answer_submit,py-a-ds-d2-01,A,2026-01-21 10:52:46
evt-00007730,sess-00213,S-487,data_viz,question_view,dv-k-mpl-d1-01,,2026-02-20 07:12:32
evt-00012815,sess-00348,S-280,python_fundamentals,answer_submit,py-k-basics-d1-01,C,2026-01-29 16:05:34
evt-00008248,sess-00228,S-321,python_fundamentals,answer_submit,py-k-basics-d1-03,B,2026-01-18 19:15:10
evt-00062211,sess-01671,S-124,sql_duckdb,option_select,sq-k-select-d1-01,A,2026-03-30 12:37:11
evt-00006145,sess-00170,S-600,python_fundamentals,answer_submit,py-a-ds-d2-01,C,2026-01-28 20:30:28
evt-00038430,sess-01028,S-341,python_fundamentals,question_view,py-k-basics-d1-03,,2026-01-13 15:42:00
evt-00013748,sess-00374,S-472,sql_duckdb,answer_submit,sq-sr-confidence-window,B,2026-03-27 18:31:39
evt-00028218,sess-00764,S-513,python_fundamentals,option_select,py-sr-experience-oop,B,2026-01-28 11:36:35
evt-00007214,sess-00201,S-474,python_fundamentals,option_select,py-sr-experience-oop,B,2026-01-17 09:47:37
evt-00049936,sess-01333,S-346,sql_duckdb,option_select,sq-sr-confidence-window,D,2026-03-15 11:21:15
evt-00068105,sess-01829,S-273,data_viz,option_select,dv-sr-confidence-sns,D,2026-02-14 11:15:18
evt-00038067,sess-01019,S-303,pandas_core,question_view,pd-sr-confidence-cleaning,,2026-02-09 12:16:38
evt-00027322,sess-00738,S-538,python_fundamentals,answer_submit,py-k-basics-d1-01,B,2026-01-14 22:10:17
evt-00023944,sess-00645,S-105,sql_duckdb,question_view,sq-a-window-d3-01,,2026-03-31 17:22:00
evt-00051231,sess-01370,S-216,python_fundamentals,answer_submit,py-sr-experience-ds,A,2026-01-28 20:48:36
evt-00012020,sess-00330,S-340,pandas_core,question_view,pd-sr-confidence-cleaning,,2026-02-02 08:24:46
evt-00004205,sess-00117,S-186,pandas_core,option_select,pd-sr-confidence-cleaning,A,2026-02-12 19:00:50
evt-00028216,sess-00764,S-513,python_fundamentals,answer_submit,py-sr-confidence-oop,D,2026-01-28 11:36:28
evt-00008382,sess-00232,S-117,pandas_core,option_select,pd-sr-confidence-groupby,B,2026-01-30 15:07:19
evt-00038878,sess-01039,S-715,pandas_core,answer_submit,pd-sr-confidence-series,B,2026-02-03 21:14:44
evt-00034524,sess-00925,S-091,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-12 20:47:13
evt-00004222,sess-00117,S-186,pandas_core,option_select,pd-k-cleaning-d2-01,B,2026-02-12 19:03:19
evt-00019212,sess-00516,S-353,python_fundamentals,answer_submit,py-sr-confidence-oop,A,2026-01-17 18:30:03
evt-00044829,sess-01197,S-762,python_fundamentals,question_view,py-k-basics-d1-03,,2026-01-20 16:30:10
evt-00038964,sess-01041,S-715,sql_duckdb,answer_submit,sq-a-window-d3-01,A,2026-03-22 13:01:52
evt-00008958,sess-00247,S-651,sql_duckdb,question_view,sq-sr-confidence-joins,,2026-03-23 19:21:56
evt-00016363,sess-00446,S-125,sql_duckdb,answer_submit,sq-sr-confidence-joins,A,2026-03-23 19:11:13
evt-00043597,sess-01166,S-661,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-25 09:13:00
evt-00015538,sess-00423,S-811,data_viz,option_select,dv-a-design-d2-01,B,2026-03-05 20:42:19
evt-00018436,sess-00498,S-235,python_fundamentals,option_select,py-sr-confidence-basics,A,2026-01-25 15:57:21
evt-00027280,sess-00737,S-538,pandas_core,question_view,pd-k-groupby-d2-01,,2026-02-01 09:54:39
evt-00017064,sess-00463,S-420,python_fundamentals,answer_submit,py-sr-confidence-ds,A,2026-01-19 16:20:19
evt-00014382,sess-00392,S-413,python_fundamentals,option_select,py-sr-experience-basics,B,2026-01-30 18:53:58
evt-00043102,sess-01153,S-747,data_viz,question_view,dv-sr-confidence-mpl,,2026-02-15 09:31:06
evt-00027754,sess-00752,S-338,python_fundamentals,answer_submit,py-sr-experience-basics,B,2026-01-13 22:42:15
evt-00009895,sess-00270,S-433,python_fundamentals,option_select,py-sr-confidence-ds,C,2026-01-14 08:19:17
evt-00004753,sess-00131,S-450,sql_duckdb,session_start,,,2026-03-19 15:48:00
evt-00031969,sess-00860,S-427,python_fundamentals,option_select,py-sr-confidence-basics,B,2026-01-16 11:41:32
evt-00013148,sess-00358,S-547,data_viz,question_view,dv-a-design-d2-01,,2026-03-04 08:27:53
evt-00044805,sess-01197,S-762,python_fundamentals,question_view,py-sr-experience-ds,,2026-01-20 16:27:28
evt-00051101,sess-01366,S-260,python_fundamentals,answer_submit,py-a-ds-d2-01,A,2026-01-10 10:11:07
evt-00026361,sess-00714,S-752,python_fundamentals,option_select,py-k-ds-d2-02,A,2026-01-23 22:15:59
evt-00049589,sess-01326,S-024,python_fundamentals,option_select,py-sr-confidence-basics,B,2026-01-27 21:52:35
evt-00063343,sess-01701,S-287,pandas_core,answer_submit,pd-k-series-d1-02,A,2026-02-07 14:37:10
evt-00066162,sess-01775,S-398,python_fundamentals,option_select,py-sr-experience-ds,B,2026-01-21 18:02:46
evt-00061100,sess-01642,S-188,pandas_core,question_view,pd-k-series-d1-02,,2026-01-26 14:27:32
evt-00018507,sess-00499,S-235,pandas_core,question_view,pd-sr-confidence-cleaning,,2026-02-08 19:53:43
evt-00043219,sess-01156,S-045,sql_duckdb,option_select,sq-a-window-d3-01,A,2026-03-31 09:04:21
evt-00037006,sess-00990,S-119,data_viz,option_select,dv-a-design-d2-01,D,2026-02-21 13:45:40
evt-00031725,sess-00852,S-627,pandas_core,question_view,pd-k-merge-d2-01,,2026-02-07 12:25:37
evt-00056640,sess-01516,S-638,pandas_core,session_end,,,2026-02-08 18:32:46
evt-00049194,sess-01313,S-164,python_fundamentals,question_view,py-k-oop-d2-01,,2026-01-21 09:46:29
evt-00064334,sess-01727,S-646,data_viz,option_select,dv-k-design-d2-01,D,
evt-00067136,sess-01802,S-534,python_fundamentals,question_view,py-a-ds-d2-01,,2026-01-28 11:46:44
evt-00056859,sess-01522,S-113,python_fundamentals,option_select,py-k-oop-d2-02,C,2026-01-11 20:10:47
evt-00043491,sess-01163,S-403,sql_duckdb,answer_submit,sq-k-window-d3-01,B,2026-03-25 11:11:25
evt-00003976,sess-00107,S-551,python_fundamentals,session_end,,,2026-01-20 22:52:29
evt-00044584,sess-01191,S-063,python_fundamentals,question_view,py-k-oop-d2-01,,2026-01-16 08:50:51
evt-00049050,sess-01309,S-632,python_fundamentals,answer_submit,py-a-patterns-d3-01,D,2026-01-18 21:08:58
evt-00065200,sess-01750,S-684,sql_duckdb,answer_submit,sq-sr-confidence-agg,B,2026-03-16 12:58:57
evt-00000186,sess-00005,S-333,pandas_core,option_select,pd-k-cleaning-d2-01,C,2026-01-31 16:40:10
evt-00045840,sess-01227,S-356,data_viz,question_view,dv-sr-confidence-mpl,,2026-02-25 10:38:05
evt-00054366,sess-01457,S-578,sql_duckdb,question_view,sq-k-agg-d2-01,,2026-03-19 15:58:13
evt-00031856,sess-00857,S-516,python_fundamentals,option_select,py-k-basics-d1-01,C,2026-01-16 13:01:23
evt-00045340,sess-01211,S-027,python_fundamentals,question_view,py-k-ds-d2-02,,2026-01-15 21:40:31
evt-00031045,sess-00837,S-249,sql_duckdb,answer_submit,sq-sr-confidence-select,D,2026-03-22 09:29:34
evt-00045359,sess-01211,S-027,python_fundamentals,option_select,py-k-patterns-d2-01,B,2026-01-15 21:43:03
evt-00034877,sess-00934,S-360,data_viz,question_view,dv-sr-confidence-design,,2026-02-26 16:46:11
evt-00021134,sess-00569,S-587,pandas_core,option_select,pd-k-merge-d2-01,D,2026-01-30 10:37:14
evt-00031368,sess-00844,S-374,python_fundamentals,answer_submit,py-a-patterns-d3-01,A,2026-01-27 08:47:17
evt-00007981,sess-00219,S-744,python_fundamentals,answer_submit,py-k-basics-d1-03,A,2026-01-26 11:11:44
evt-00042511,sess-01139,S-659,data_viz,option_select,dv-sr-confidence-mpl,D,2026-02-15 13:34:21
evt-00057805,sess-01547,S-490,data_viz,session_start,,,2026-02-25 21:45:00
evt-00013040,sess-00354,S-368,pandas_core,answer_submit,pd-sr-confidence-groupby,A,2026-02-10 17:59:15
evt-00026015,sess-00702,S-071,pandas_core,answer_submit,pd-sr-confidence-merge,C,2026-02-06 11:16:30
evt-00045902,sess-01229,S-567,data_viz,question_view,dv-sr-confidence-design,,2026-02-26 10:24:45
evt-00016423,sess-00447,S-125,python_fundamentals,option_select,py-k-basics-d1-03,A,2026-01-14 10:43:49
evt-00049865,sess-01332,S-346,python_fundamentals,question_view,py-sr-confidence-oop,,2026-01-30 09:52:48
evt-00024596,sess-00663,S-224,python_fundamentals,option_select,py-k-ds-d2-02,B,2026-01-10 12:12:27
evt-00010519,sess-00288,S-350,sql_duckdb,answer_submit,sq-sr-confidence-select,B,2026-03-27 17:47:44
evt-00031862,sess-00857,S-516,python_fundamentals,answer_submit,py-k-basics-d1-02,B,2026-01-16 13:02:08
evt-00026208,sess-00710,S-218,data_viz,answer_submit,dv-k-mpl-d1-01,B,2026-02-22 14:00:19
evt-00054529,sess-01461,S-579,python_fundamentals,answer_submit,py-sr-confidence-oop,A,2026-01-17 17:04:12
evt-00031128,sess-00838,S-249,python_fundamentals,answer_submit,py-k-oop-d2-02,C,2026-01-21 20:24:57
evt-00037834,sess-01012,S-309,python_fundamentals,answer_submit,py-k-basics-d1-03,D,2026-01-27 10:11:29
evt-00012960,sess-00352,S-368,python_fundamentals,option_select,py-k-basics-d1-02,B,2026-01-10 11:43:38
evt-00043183,sess-01155,S-045,pandas_core,question_view,pd-k-merge-d2-01,,2026-02-01 17:06:17
evt-00052046,sess-01396,S-329,data_viz,question_view,dv-k-design-d2-01,,2026-02-18 10:17:01
evt-00029671,sess-00801,S-069,python_fundamentals,answer_submit,py-sr-confidence-basics,B,2026-01-16 10:06:55
evt-00001804,sess-00050,S-274,sql_duckdb,answer_submit,sq-k-select-d1-01,B,2026-04-02 15:45:52
evt-00049109,sess-01311,S-737,data_viz,answer_submit,dv-a-design-d2-01,A,2026-03-05 10:56:21
evt-00042845,sess-01147,S-741,data_viz,answer_submit,dv-sr-confidence-design,C,2026-03-04 04:18:27
evt-00016392,sess-00447,S-125,python_fundamentals,answer_submit,py-sr-experience-basics,C,2026-01-14 10:39:25
evt-00065644,sess-01761,S-155,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-12 19:18:51
evt-00028383,sess-00767,S-135,sql_duckdb,answer_submit,sq-sr-confidence-joins,C,2026-03-23 12:35:08
evt-00055870,sess-01496,S-259,python_fundamentals,option_select,py-k-oop-d2-01,A,2026-01-14 16:21:23
evt-00043072,sess-01152,S-747,python_fundamentals,option_select,py-k-ds-d2-03,C,2026-01-18 20:02:20
evt-00064746,sess-01738,S-558,sql_duckdb,question_view,sq-sr-confidence-window,,2026-03-17 13:56:47
evt-00025010,sess-00677,S-683,pandas_core,option_select,pd-k-merge-d2-01,C,2026-01-29 09:39:17
evt-00028512,sess-00769,S-821,pandas_core,answer_submit,pd-a-groupby-d2-01,B,2026-01-26 13:54:44
evt-00008784,sess-00242,S-784,sql_duckdb,answer_submit,sq-k-window-d3-01,B,2026-03-19 17:01:51
evt-00022840,sess-00618,S-214,data_viz,option_select,dv-sr-confidence-mpl,D,2026-02-25 09:04:33
evt-00020282,sess-00543,S-512,sql_duckdb,question_view,sq-k-select-d1-01,,2026-04-02 08:46:58
evt-00066200,sess-01775,S-398,python_fundamentals,answer_submit,py-a-ds-d2-01,D,2026-01-21 18:08:20
evt-00022810,sess-00617,S-214,pandas_core,answer_submit,pd-sr-confidence-cleaning,D,2026-01-30 15:39:15
evt-00042762,sess-01146,S-183,python_fundamentals,session_start,,,2026-01-22 12:54:00
evt-00009092,sess-00251,S-054,pandas_core,question_view,pd-sr-confidence-cleaning,,2026-02-06 20:29:58
evt-00060963,sess-01639,S-663,python_fundamentals,option_select,py-sr-experience-ds,D,2026-01-18 17:42:54
evt-00036884,sess-00987,S-713,python_fundamentals,option_select,py-k-basics-d1-03,C,2026-01-26 18:41:15
evt-00016303,sess-00443,S-615,data_viz,option_select,dv-sr-confidence-design,D,2026-02-18 22:16:42
evt-00018809,sess-00506,S-238,pandas_core,question_view,pd-sr-confidence-groupby,,2026-02-09 12:05:14
evt-00014642,sess-00397,S-814,pandas_core,question_view,pd-k-groupby-d2-01,,2026-02-11 17:47:58
evt-00040743,sess-01091,S-519,pandas_core,question_view,pd-k-merge-d2-01,,2026-02-05 19:42:24
evt-00063538,sess-01706,S-479,pandas_core,option_select,pd-k-merge-d2-01,D,2026-02-07 14:58:36
evt-00000628,sess-00016,S-201,python_fundamentals,question_view,py-k-patterns-d3-01,,2026-01-19 14:46:26
evt-00048233,sess-01289,S-109,pandas_core,answer_submit,pd-sr-confidence-series,B,2026-02-10 13:45:53
evt-00015705,sess-00426,S-469,pandas_core,question_view,pd-k-series-d1-02,,2026-02-05 08:44:21
evt-00054729,sess-01467,S-528,sql_duckdb,answer_submit,sq-k-window-d3-01,B,2026-03-17 10:56:08
evt-00066269,sess-01777,S-398,sql_duckdb,question_view,sq-k-window-d3-01,,2026-04-03 20:02:00
evt-00004612,sess-00127,S-795,data_viz,answer_submit,dv-a-design-d2-01,D,2026-02-20 14:30:46
evt-00005815,sess-00160,S-276,python_fundamentals,question_view,py-a-ds-d2-01,,2026-01-25 19:14:56
evt-00007241,sess-00201,S-474,python_fundamentals,answer_submit,py-k-ds-d2-03,C,2026-01-17 09:50:59
evt-00049167,sess-01313,S-164,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-21 09:42:43
evt-00048738,sess-01301,S-692,pandas_core,answer_submit,pd-sr-confidence-merge,D,2026-02-11 22:06:16
evt-00003741,sess-00101,S-664,python_fundamentals,option_select,py-k-basics-d1-03,B,2026-01-15 15:26:32
evt-00041968,sess-01123,S-165,data_viz,session_end,,,2026-02-15 13:16:02
evt-00048355,sess-01291,S-447,python_fundamentals,option_select,py-k-patterns-d3-01,B,2026-01-20 22:12:20
